away_team_abbr,home_team_abbr,date,start_time,day_night,venue,field_type,away_team_errors,home_team_errors,away_team_hits,home_team_hits,away_team_runs,home_team_runs,game_id
NYM,STL,2024-03-01,18:05,D,Roger Dean Stadium,outdoor,1,0,7,8,2,3,NYMSTL20240301D
OAK,KC,2024-03-01,20:05,D,Surprise Stadium,outdoor,2,0,11,7,4,5,OAKKC20240301D
BAL,ATL,2024-03-01,18:05,D,CoolToday Park,outdoor,0,0,7,6,3,1,BALATL20240301D
AZ,CIN,2024-03-02,01:05,N,Goodyear Ballpark,outdoor,2,3,18,15,12,8,AZCIN20240302N
CLE,LAD,2024-03-02,01:05,N,Camelback Ranch,outdoor,0,1,7,9,4,6,CLELAD20240302N
HOU,WSH,2024-03-01,18:05,D,CACTI Park of the Palm Beaches,outdoor,4,2,10,12,10,8,HOUWSH20240301D
CWS,CHC,2024-03-01,20:05,D,Sloan Park,outdoor,1,0,10,9,6,10,CWSCHC20240301D
SEA,COL,2024-03-01,20:10,D,Salt River Fields at Talking Stick,outdoor,1,1,10,16,9,10,SEACOL20240301D
TB,PIT,2024-03-01,18:05,D,LECOM Park,outdoor,1,0,12,8,8,12,TBPIT20240301D
LAA,SD,2024-03-01,20:10,D,Peoria Sports Complex,outdoor,3,2,8,6,5,3,LAASD20240301D
MIA,PHI,2024-03-01,18:05,D,BayCare Ballpark,outdoor,0,0,8,9,6,6,MIAPHI20240301D
BOS,MIN,2024-03-01,18:05,D,CenturyLink Sports Complex,outdoor,0,1,6,3,3,5,BOSMIN20240301D
TEX,SF,2024-03-01,20:05,D,Scottsdale Stadium,outdoor,2,0,8,15,5,11,TEXSF20240301D
PHI,DET,2024-03-01,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,2,9,9,2,4,PHIDET20240301D
TOR,NYY,2024-03-01,23:35,N,George M. Steinbrenner Field,outdoor,2,0,10,9,4,8,TORNYY20240301N
SD,MIL,2024-03-01,20:10,D,American Family Fields of Phoenix,outdoor,1,1,10,6,3,4,SDMIL20240301D
STL,HOU,2024-03-02,18:05,D,CACTI Park of the Palm Beaches,outdoor,0,0,6,12,1,7,STLHOU20240302D
KC,CLE,2024-03-02,20:05,D,Goodyear Ballpark,outdoor,1,0,16,12,13,12,KCCLE20240302D
NYM,MIA,2024-03-02,18:10,D,Roger Dean Stadium,outdoor,1,2,4,10,1,4,NYMMIA20240302D
BOS,TB,2024-03-02,18:05,D,Charlotte Sports Park,outdoor,0,2,7,5,3,2,BOSTB20240302D
NYY,BAL,2024-03-02,18:05,D,Ed Smith Stadium,outdoor,0,0,10,8,3,7,NYYBAL20240302D
CHC,LAD,2024-03-02,20:05,D,Camelback Ranch,outdoor,1,1,9,9,5,8,CHCLAD20240302D
CWS,TEX,2024-03-02,20:05,D,Surprise Stadium,outdoor,0,1,8,18,3,14,CWSTEX20240302D
WSH,BOS,2024-03-02,18:05,D,JetBlue Park,outdoor,2,0,4,7,2,4,WSHBOS20240302D
AZ,LAA,2024-03-02,20:10,D,Tempe Diablo Stadium,outdoor,1,1,6,9,1,4,AZLAA20240302D
MIN,PHI,2024-03-02,18:05,D,BayCare Ballpark,outdoor,2,1,6,6,2,3,MINPHI20240302D
PIT,DET,2024-03-02,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,1,0,7,2,7,3,PITDET20240302D
LAD,MIL,2024-03-02,20:10,D,American Family Fields of Phoenix,outdoor,0,1,13,8,11,3,LADMIL20240302D
OAK,SEA,2024-03-02,20:10,D,Peoria Sports Complex,outdoor,0,4,12,11,12,8,OAKSEA20240302D
CIN,COL,2024-03-02,20:10,D,Salt River Fields at Talking Stick,outdoor,2,0,7,7,4,10,CINCOL20240302D
ATL,TOR,2024-03-02,18:07,D,TD Ballpark,outdoor,0,0,5,6,6,2,ATLTOR20240302D
SD,SF,2024-03-02,20:05,D,Scottsdale Stadium,outdoor,1,2,10,8,3,2,SDSF20240302D
CWS,LAA,2024-03-03,20:10,D,Tempe Diablo Stadium,outdoor,2,1,4,5,1,3,CWSLAA20240303D
TB,MIN,2024-03-03,18:05,D,CenturyLink Sports Complex,outdoor,1,0,12,13,4,4,TBMIN20240303D
COL,LAD,2024-03-03,20:05,D,Camelback Ranch,outdoor,3,1,8,11,4,7,COLLAD20240303D
MIA,STL,2024-03-03,18:05,D,Roger Dean Stadium,outdoor,0,0,0,0,0,0,MIASTL20240303D
TEX,OAK,2024-03-03,20:05,D,Hohokam Stadium,outdoor,0,4,5,9,2,5,TEXOAK20240303D
SF,CLE,2024-03-03,20:05,D,Goodyear Ballpark,outdoor,1,0,10,13,6,5,SFCLE20240303D
MIL,AZ,2024-03-03,20:10,D,Salt River Fields at Talking Stick,outdoor,0,2,12,7,10,4,MILAZ20240303D
PHI,ATL,2024-03-03,18:05,D,CoolToday Park,outdoor,0,1,8,5,2,3,PHIATL20240303D
MIA,WSH,2024-03-03,18:05,D,CACTI Park of the Palm Beaches,outdoor,0,0,0,0,0,0,MIAWSH20240303D
HOU,NYM,2024-03-03,18:10,D,Clover Park,outdoor,0,0,7,6,5,2,HOUNYM20240303D
CLE,CHC,2024-03-03,20:05,D,Sloan Park,outdoor,1,0,9,10,3,5,CLECHC20240303D
TOR,BOS,2024-03-03,18:05,D,JetBlue Park,outdoor,0,0,7,6,1,3,TORBOS20240303D
DET,NYY,2024-03-03,18:05,D,George M. Steinbrenner Field,outdoor,0,0,7,6,7,2,DETNYY20240303D
BAL,PIT,2024-03-03,18:05,D,LECOM Park,outdoor,0,1,7,9,5,2,BALPIT20240303D
CIN,KC,2024-03-03,20:05,D,Surprise Stadium,outdoor,1,0,7,13,3,7,CINKC20240303D
SEA,SD,2024-03-03,20:10,D,Peoria Sports Complex,outdoor,1,0,8,14,4,12,SEASD20240303D
AZ,CWS,2024-03-04,20:05,D,Camelback Ranch,outdoor,1,0,10,10,2,5,AZCWS20240304D
SF,COL,2024-03-04,20:10,D,Salt River Fields at Talking Stick,outdoor,1,1,15,12,10,12,SFCOL20240304D
OAK,CIN,2024-03-04,20:05,D,Goodyear Ballpark,outdoor,2,0,16,8,8,15,OAKCIN20240304D
CHC,SD,2024-03-04,20:10,D,Peoria Sports Complex,outdoor,0,0,9,9,1,2,CHCSD20240304D
BOS,DET,2024-03-04,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,1,0,4,5,1,2,BOSDET20240304D
ATL,MIN,2024-03-04,18:05,D,CenturyLink Sports Complex,outdoor,0,0,9,8,3,4,ATLMIN20240304D
LAA,TEX,2024-03-04,20:05,D,Surprise Stadium,outdoor,1,1,3,6,3,2,LAATEX20240304D
PIT,TB,2024-03-04,18:05,D,Charlotte Sports Park,outdoor,1,2,12,6,7,3,PITTB20240304D
MIN,BAL,2024-03-04,18:05,D,Ed Smith Stadium,outdoor,0,0,13,3,7,2,MINBAL20240304D
STL,WSH,2024-03-04,18:05,D,CACTI Park of the Palm Beaches,outdoor,2,2,6,5,0,1,STLWSH20240304D
NYY,MIA,2024-03-04,23:40,N,Roger Dean Stadium,outdoor,1,0,6,5,3,2,NYYMIA20240304N
PHI,TOR,2024-03-04,18:07,D,TD Ballpark,outdoor,0,2,10,7,2,5,PHITOR20240304D
DET,ATL,2024-03-05,18:05,D,CoolToday Park,outdoor,3,0,6,7,0,3,DETATL20240305D
MIA,HOU,2024-03-05,18:05,D,CACTI Park of the Palm Beaches,outdoor,0,0,4,3,2,0,MIAHOU20240305D
TEX,SEA,2024-03-05,20:10,D,Peoria Sports Complex,outdoor,3,0,12,9,10,9,TEXSEA20240305D
SD,AZ,2024-03-05,20:10,D,Salt River Fields at Talking Stick,outdoor,3,0,10,8,3,5,SDAZ20240305D
MIL,SF,2024-03-05,20:05,D,Scottsdale Stadium,outdoor,1,1,10,19,8,13,MILSF20240305D
LAA,LAD,2024-03-06,01:05,N,Camelback Ranch,outdoor,2,0,9,7,4,0,LAALAD20240306N
TB,BOS,2024-03-05,18:05,D,JetBlue Park,outdoor,0,1,8,10,4,7,TBBOS20240305D
NYY,NYM,2024-03-05,18:10,D,Clover Park,outdoor,1,1,7,8,4,5,NYYNYM20240305D
TOR,PIT,2024-03-05,18:05,D,LECOM Park,outdoor,1,0,8,9,5,6,TORPIT20240305D
BAL,PHI,2024-03-05,18:05,D,BayCare Ballpark,outdoor,0,0,9,8,3,2,BALPHI20240305D
MIN,STL,2024-03-05,18:05,D,Roger Dean Stadium,outdoor,1,1,8,8,4,5,MINSTL20240305D
CHC,KC,2024-03-06,01:05,N,Surprise Stadium,outdoor,3,0,4,5,0,4,CHCKC20240306N
SEA,CLE,2024-03-05,20:05,D,Goodyear Ballpark,outdoor,1,0,5,9,1,4,SEACLE20240305D
LAA,CHC,2024-03-06,20:05,D,Sloan Park,outdoor,1,4,6,9,5,6,LAACHC20240306D
TB,NYY,2024-03-06,18:05,D,George M. Steinbrenner Field,outdoor,1,0,7,9,4,3,TBNYY20240306D
TEX,COL,2024-03-06,20:10,D,Salt River Fields at Talking Stick,outdoor,2,0,10,8,6,6,TEXCOL20240306D
BOS,MIN,2024-03-06,18:05,D,CenturyLink Sports Complex,outdoor,0,1,7,9,1,7,BOSMIN20240306D
LAD,CWS,2024-03-06,20:05,D,Camelback Ranch,outdoor,1,1,12,11,12,9,LADCWS20240306D
OAK,LAA,2024-03-06,20:10,D,Tempe Diablo Stadium,outdoor,0,1,17,3,12,5,OAKLAA20240306D
WSH,MIA,2024-03-06,18:10,D,Roger Dean Stadium,outdoor,0,3,12,6,9,3,WSHMIA20240306D
MIL,CIN,2024-03-06,20:05,D,Goodyear Ballpark,outdoor,0,2,8,5,2,0,MILCIN20240306D
SEA,KC,2024-03-06,20:05,D,Surprise Stadium,outdoor,0,2,8,10,8,7,SEAKC20240306D
NYM,HOU,2024-03-06,18:05,D,CACTI Park of the Palm Beaches,outdoor,0,0,0,0,0,0,NYMHOU20240306D
CLE,MIL,2024-03-06,20:10,D,American Family Fields of Phoenix,outdoor,1,1,6,5,3,3,CLEMIL20240306D
PIT,BAL,2024-03-06,23:05,N,Ed Smith Stadium,outdoor,2,1,5,10,4,6,PITBAL20240306N
CIN,SD,2024-03-06,20:10,D,Peoria Sports Complex,outdoor,0,0,10,5,6,2,CINSD20240306D
CLE,OAK,2024-03-07,20:05,D,Hohokam Stadium,outdoor,0,0,0,0,0,0,CLEOAK20240307D
KC,COL,2024-03-07,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,0,0,0,0,KCCOL20240307D
LAA,SEA,2024-03-07,20:10,D,Peoria Sports Complex,outdoor,0,0,4,5,0,5,LAASEA20240307D
WSH,NYM,2024-03-07,23:10,N,Clover Park,outdoor,0,1,7,5,1,3,WSHNYM20240307N
LAD,SF,2024-03-08,02:05,N,Scottsdale Stadium,outdoor,0,0,2,0,0,0,LADSF20240308N
TOR,DET,2024-03-07,23:05,N,Publix Field at Joker Marchant Stadium,outdoor,0,1,7,8,5,4,TORDET20240307N
DET,NYY,2024-03-07,23:35,N,George M. Steinbrenner Field,outdoor,1,3,14,10,11,5,DETNYY20240307N
ATL,BOS,2024-03-07,18:05,D,JetBlue Park,outdoor,0,1,9,4,3,2,ATLBOS20240307D
CHC,CIN,2024-03-08,01:05,N,Goodyear Ballpark,outdoor,0,1,3,9,2,2,CHCCIN20240308N
MIL,CWS,2024-03-07,20:05,D,Camelback Ranch,outdoor,2,0,10,2,8,2,MILCWS20240307D
AZ,TEX,2024-03-07,20:05,D,Surprise Stadium,outdoor,0,2,7,11,5,7,AZTEX20240307D
HOU,STL,2024-03-07,18:05,D,Roger Dean Stadium,outdoor,1,1,14,7,6,3,HOUSTL20240307D
PHI,TB,2024-03-07,18:05,D,Charlotte Sports Park,outdoor,0,0,7,10,2,3,PHITB20240307D
CHC,AZ,2024-03-08,20:10,D,Salt River Fields at Talking Stick,outdoor,1,1,5,12,5,7,CHCAZ20240308D
DET,BAL,2024-03-08,23:05,N,Ed Smith Stadium,outdoor,1,0,10,8,3,4,DETBAL20240308N
OAK,MIL,2024-03-08,20:10,D,American Family Fields of Phoenix,outdoor,2,0,13,8,4,7,OAKMIL20240308D
CWS,CLE,2024-03-08,20:05,D,Goodyear Ballpark,outdoor,1,0,6,6,1,2,CWSCLE20240308D
NYM,MIA,2024-03-08,23:40,N,Roger Dean Stadium,outdoor,0,2,7,9,3,1,NYMMIA20240308N
KC,TEX,2024-03-08,20:05,D,Surprise Stadium,outdoor,1,1,6,4,4,2,KCTEX20240308D
COL,LAA,2024-03-08,20:10,D,Tempe Diablo Stadium,outdoor,1,2,10,13,7,8,COLLAA20240308D
CIN,LAD,2024-03-09,01:05,N,Camelback Ranch,outdoor,0,0,6,0,4,0,CINLAD20240309N
HOU,PHI,2024-03-08,18:05,D,BayCare Ballpark,outdoor,2,0,8,10,3,6,HOUPHI20240308D
STL,WSH,2024-03-08,23:05,N,CACTI Park of the Palm Beaches,outdoor,1,2,10,7,7,6,STLWSH20240308N
PIT,ATL,2024-03-08,18:05,D,CoolToday Park,outdoor,2,0,11,10,6,6,PITATL20240308D
MIN,PIT,2024-03-08,18:05,D,LECOM Park,outdoor,0,1,5,10,3,6,MINPIT20240308D
SEA,CHC,2024-03-08,20:05,D,Sloan Park,outdoor,0,1,10,10,5,9,SEACHC20240308D
MIL,OAK,2024-03-09,02:05,N,Las Vegas Ballpark,outdoor,1,1,7,6,5,4,MILOAK20240309N
NYY,TOR,2024-03-08,18:07,D,TD Ballpark,outdoor,1,0,5,3,1,2,NYYTOR20240308D
SF,SD,2024-03-09,01:40,N,Peoria Sports Complex,outdoor,0,0,0,0,0,0,SFSD20240309N
TEX,LAD,2024-03-09,20:05,D,Camelback Ranch,outdoor,1,1,3,13,1,7,TEXLAD20240309D
CIN,AZ,2024-03-09,20:10,D,Salt River Fields at Talking Stick,outdoor,0,1,12,11,7,5,CINAZ20240309D
BOS,TB,2024-03-09,22:05,N,Estadio Quisqueya Juan Marichal,outdoor,0,1,10,4,4,0,BOSTB20240309N
BAL,ATL,2024-03-09,18:05,D,CoolToday Park,outdoor,1,0,12,7,10,3,BALATL20240309D
CWS,SD,2024-03-09,20:10,D,Peoria Sports Complex,outdoor,0,0,11,6,1,1,CWSSD20240309D
NYM,STL,2024-03-09,18:05,D,Roger Dean Stadium,outdoor,0,2,15,6,9,3,NYMSTL20240309D
OAK,SF,2024-03-09,20:05,D,Scottsdale Stadium,outdoor,1,0,4,7,1,5,OAKSF20240309D
LAA,CLE,2024-03-09,20:05,D,Goodyear Ballpark,outdoor,3,2,9,9,5,4,LAACLE20240309D
PIT,DET,2024-03-09,18:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,2,7,10,5,8,PITDET20240309D
AZ,KC,2024-03-09,20:05,D,Surprise Stadium,outdoor,1,0,6,14,5,6,AZKC20240309D
SEA,MIL,2024-03-09,20:10,D,American Family Fields of Phoenix,outdoor,0,1,11,9,7,5,SEAMIL20240309D
NYY,MIN,2024-03-09,18:05,D,CenturyLink Sports Complex,outdoor,2,1,6,19,7,10,NYYMIN20240309D
WSH,HOU,2024-03-09,17:05,D,CACTI Park of the Palm Beaches,outdoor,3,1,9,15,4,9,WSHHOU20240309D
COL,CHC,2024-03-09,20:05,D,Sloan Park,outdoor,0,0,3,7,0,5,COLCHC20240309D
TOR,PHI,2024-03-09,18:05,D,BayCare Ballpark,outdoor,0,0,18,9,13,5,TORPHI20240309D
MIA,WSH,2024-03-09,23:05,N,CACTI Park of the Palm Beaches,outdoor,1,0,8,9,4,1,MIAWSH20240309N
MIL,OAK,2024-03-09,21:05,D,Las Vegas Ballpark,outdoor,1,1,5,10,2,4,MILOAK20240309D
BAL,TOR,2024-03-10,17:07,D,TD Ballpark,outdoor,0,0,14,9,11,6,BALTOR20240310D
DET,NYM,2024-03-10,17:10,D,Clover Park,outdoor,0,2,7,5,3,2,DETNYM20240310D
ATL,NYY,2024-03-10,17:05,D,George M. Steinbrenner Field,outdoor,0,0,11,17,8,9,ATLNYY20240310D
PHI,PIT,2024-03-10,17:05,D,LECOM Park,outdoor,0,2,11,10,9,7,PHIPIT20240310D
SD,LAA,2024-03-10,20:10,D,Tempe Diablo Stadium,outdoor,1,0,4,10,4,5,SDLAA20240310D
WSH,MIN,2024-03-10,17:05,D,CenturyLink Sports Complex,outdoor,1,1,12,6,7,3,WSHMIN20240310D
STL,MIA,2024-03-10,17:10,D,Roger Dean Stadium,outdoor,1,1,15,12,12,8,STLMIA20240310D
KC,OAK,2024-03-10,20:05,D,Hohokam Stadium,outdoor,0,0,10,9,3,6,KCOAK20240310D
CWS,SF,2024-03-10,20:05,D,Scottsdale Stadium,outdoor,1,0,9,8,4,5,CWSSF20240310D
SF,SEA,2024-03-10,20:10,D,Peoria Sports Complex,outdoor,1,1,7,10,3,8,SFSEA20240310D
CHC,TEX,2024-03-10,20:05,D,Surprise Stadium,outdoor,1,0,14,7,5,1,CHCTEX20240310D
TOR,BAL,2024-03-10,17:05,D,Ed Smith Stadium,outdoor,1,0,11,7,6,6,TORBAL20240310D
AZ,LAD,2024-03-10,20:05,D,Camelback Ranch,outdoor,0,1,5,14,1,12,AZLAD20240310D
TB,BOS,2024-03-10,17:05,D,Estadio Quisqueya Juan Marichal,outdoor,0,2,12,6,6,7,TBBOS20240310D
MIL,COL,2024-03-10,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,4,7,1,3,MILCOL20240310D
CLE,CIN,2024-03-10,20:05,D,Goodyear Ballpark,outdoor,0,1,10,4,3,5,CLECIN20240310D
MIA,HOU,2024-03-10,17:05,D,CACTI Park of the Palm Beaches,outdoor,0,1,5,6,3,0,MIAHOU20240310D
OAK,AZ,2024-03-11,20:10,D,Salt River Fields at Talking Stick,outdoor,0,0,11,5,6,5,OAKAZ20240311D
TOR,TB,2024-03-11,17:05,D,Charlotte Sports Park,outdoor,0,5,11,7,9,2,TORTB20240311D
SD,SEA,2024-03-11,20:10,D,Peoria Sports Complex,outdoor,0,2,17,8,13,3,SDSEA20240311D
TEX,LAA,2024-03-11,20:10,D,Tempe Diablo Stadium,outdoor,3,2,17,9,15,5,TEXLAA20240311D
SF,KC,2024-03-11,20:05,D,Surprise Stadium,outdoor,3,0,15,12,12,9,SFKC20240311D
BAL,NYY,2024-03-11,17:05,D,George M. Steinbrenner Field,outdoor,1,1,10,10,3,5,BALNYY20240311D
DET,HOU,2024-03-11,17:05,D,CACTI Park of the Palm Beaches,outdoor,0,0,10,6,5,3,DETHOU20240311D
LAD,CLE,2024-03-11,20:05,D,Goodyear Ballpark,outdoor,2,1,5,10,1,5,LADCLE20240311D
MIN,ATL,2024-03-11,17:05,D,CoolToday Park,outdoor,2,1,3,11,0,3,MINATL20240311D
MIA,NYM,2024-03-11,22:10,N,Clover Park,outdoor,1,0,5,5,1,0,MIANYM20240311N
PIT,BOS,2024-03-11,17:05,D,JetBlue Park,outdoor,0,2,5,5,0,1,PITBOS20240311D
COL,CWS,2024-03-11,20:05,D,Camelback Ranch,outdoor,0,0,12,6,7,2,COLCWS20240311D
WSH,STL,2024-03-11,17:05,D,Roger Dean Stadium,outdoor,0,0,17,11,11,4,WSHSTL20240311D
NYY,PHI,2024-03-11,17:05,D,BayCare Ballpark,outdoor,0,1,4,5,2,1,NYYPHI20240311D
AZ,SD,2024-03-12,20:10,D,Peoria Sports Complex,outdoor,1,0,4,8,2,2,AZSD20240312D
CWS,CIN,2024-03-13,01:05,N,Goodyear Ballpark,outdoor,1,1,16,3,14,1,CWSCIN20240313N
CLE,TEX,2024-03-12,20:05,D,Surprise Stadium,outdoor,0,0,8,5,3,0,CLETEX20240312D
STL,BOS,2024-03-12,17:05,D,JetBlue Park,outdoor,0,1,12,12,8,6,STLBOS20240312D
KC,COL,2024-03-12,20:10,D,Salt River Fields at Talking Stick,outdoor,1,0,9,9,2,4,KCCOL20240312D
HOU,MIA,2024-03-12,17:10,D,Roger Dean Stadium,outdoor,1,1,14,8,9,1,HOUMIA20240312D
NYM,WSH,2024-03-12,22:05,N,CACTI Park of the Palm Beaches,outdoor,0,0,2,7,1,4,NYMWSH20240312N
NYY,TOR,2024-03-12,17:07,D,TD Ballpark,outdoor,1,0,8,12,1,8,NYYTOR20240312D
SEA,OAK,2024-03-12,20:05,D,Hohokam Stadium,outdoor,0,0,10,8,2,4,SEAOAK20240312D
SF,LAD,2024-03-12,20:05,D,Camelback Ranch,outdoor,0,2,3,11,4,6,SFLAD20240312D
TB,BAL,2024-03-12,17:05,D,Ed Smith Stadium,outdoor,1,1,12,15,8,12,TBBAL20240312D
MIN,DET,2024-03-12,17:05,D,Publix Field at Joker Marchant Stadium,outdoor,0,1,1,4,0,1,MINDET20240312D
ATL,PIT,2024-03-12,17:05,D,LECOM Park,outdoor,0,0,2,7,1,5,ATLPIT20240312D
MIL,CHC,2024-03-13,01:05,N,Sloan Park,outdoor,3,1,12,8,5,6,MILCHC20240313N
DET,PHI,2024-03-13,17:05,D,BayCare Ballpark,outdoor,0,0,5,6,1,4,DETPHI20240313D
PIT,TOR,2024-03-13,17:07,D,TD Ballpark,outdoor,1,1,9,12,3,10,PITTOR20240313D
