away_team_abbr,home_team_abbr,date,start_time,day_night,venue,field_type,away_team_errors,home_team_errors,away_team_hits,home_team_hits,away_team_runs,home_team_runs,game_id
LAD,MIN,2024-04-09,23:40,N,Target Field,outdoor,0,0,9,6,6,3,LADMIN20240409N
AZ,COL,2024-04-10,00:40,N,Coors Field,outdoor,0,0,9,8,3,2,AZCOL20240410N
TB,LAA,2024-04-10,01:38,N,Angel Stadium,outdoor,1,1,11,7,6,4,TBLAA20240410N
HOU,KC,2024-04-09,23:40,N,Kauffman Stadium,outdoor,1,1,13,7,3,4,HOUKC20240409N
OAK,TEX,2024-04-10,00:05,N,Globe Life Field,retractable,0,0,5,7,4,3,OAKTEX20240410N
PHI,STL,2024-04-09,23:45,N,Busch Stadium,outdoor,0,0,8,7,0,3,PHISTL20240409N
BAL,BOS,2024-04-09,18:10,D,Fenway Park,outdoor,0,2,13,2,7,1,BALBOS20240409D
BAL,BOS,2024-04-10,23:10,N,Fenway Park,outdoor,0,2,9,8,7,5,BALBOS20240410N
MIL,CIN,2024-04-10,22:40,N,Great American Ball Park,outdoor,0,1,6,4,7,2,MILCIN20240410N
NYM,ATL,2024-09-26,23:20,N,Truist Park,outdoor,0,0,0,0,0,0,NYMATL20240926N
CHC,SD,2024-04-10,22:40,D,PETCO Park,outdoor,0,1,3,12,2,10,CHCSD20240410D
AZ,COL,2024-04-10,19:10,D,Coors Field,outdoor,2,0,10,6,5,3,AZCOL20240410D
WSH,SF,2024-04-10,19:45,D,Oracle Park,outdoor,0,0,4,12,1,7,WSHSF20240410D
CWS,CLE,2024-04-10,22:10,N,Progressive Field,outdoor,1,2,10,8,6,7,CWSCLE20240410N
OAK,TEX,2024-04-11,00:05,N,Globe Life Field,retractable,0,1,9,12,2,6,OAKTEX20240411N
HOU,KC,2024-04-10,23:40,N,Kauffman Stadium,outdoor,1,1,9,11,2,11,HOUKC20240410N
PHI,STL,2024-04-10,17:15,D,Busch Stadium,outdoor,0,2,8,7,4,3,PHISTL20240410D
SEA,TOR,2024-04-10,19:07,D,Rogers Centre,retractable,0,0,6,6,6,1,SEATOR20240410D
MIA,NYY,2024-04-10,23:05,N,Yankee Stadium,outdoor,0,1,6,6,5,2,MIANYY20240410N
LAD,MIN,2024-04-10,17:10,D,Target Field,outdoor,0,0,9,6,2,3,LADMIN20240410D
TB,LAA,2024-04-10,20:07,D,Angel Stadium,outdoor,0,0,7,9,4,2,TBLAA20240410D
MIN,DET,2024-04-13,21:05,N,Comerica Park,outdoor,0,0,7,4,4,1,MINDET20240413N
OAK,TEX,2024-04-11,18:35,D,Globe Life Field,retractable,0,0,4,1,1,0,OAKTEX20240411D
BAL,BOS,2024-04-11,23:10,N,Fenway Park,outdoor,0,1,9,8,9,4,BALBOS20240411N
NYM,ATL,2024-04-11,16:20,D,Truist Park,outdoor,0,2,16,10,16,4,NYMATL20240411D
HOU,KC,2024-04-11,18:10,D,Kauffman Stadium,outdoor,1,1,11,16,3,13,HOUKC20240411D
MIL,CIN,2024-08-30,16:40,D,Great American Ball Park,outdoor,0,0,0,0,0,0,MILCIN20240830D
PIT,PHI,2024-04-11,22:40,N,Citizens Bank Park,outdoor,1,0,7,7,1,5,PITPHI20240411N
CHC,SEA,2024-04-13,01:40,N,T-Mobile Park,retractable,0,2,4,6,2,4,CHCSEA20240413N
SF,TB,2024-04-12,22:50,N,Tropicana Field,indoor,2,2,6,6,1,2,SFTB20240412N
KC,NYM,2024-04-12,23:10,N,Citi Field,outdoor,0,0,3,14,1,6,KCNYM20240412N
STL,AZ,2024-04-13,01:40,N,Chase Field,retractable,2,0,14,9,9,6,STLAZ20240413N
CIN,CWS,2024-04-12,23:40,N,Guaranteed Rate Field,outdoor,0,0,12,4,11,1,CINCWS20240412N
ATL,MIA,2024-04-12,23:10,N,loanDepot park,retractable,0,0,14,6,8,1,ATLMIA20240412N
MIL,BAL,2024-04-12,23:05,N,Oriole Park at Camden Yards,outdoor,0,1,15,6,11,1,MILBAL20240412N
SD,LAD,2024-04-13,02:10,N,Dodger Stadium,outdoor,2,0,10,7,8,7,SDLAD20240413N
MIN,DET,2024-04-12,22:40,N,Comerica Park,outdoor,1,0,6,10,2,8,MINDET20240412N
TEX,HOU,2024-04-13,00:10,N,Minute Maid Park,retractable,0,2,12,11,12,8,TEXHOU20240413N
PIT,PHI,2024-04-12,22:40,N,Citizens Bank Park,outdoor,0,2,9,7,5,2,PITPHI20240412N
COL,TOR,2024-04-12,23:07,N,Rogers Centre,retractable,1,0,20,11,12,4,COLTOR20240412N
WSH,OAK,2024-04-13,01:40,N,Oakland Coliseum,outdoor,1,1,8,3,1,2,WSHOAK20240413N
LAA,BOS,2024-04-12,23:10,N,Fenway Park,outdoor,0,3,12,3,7,0,LAABOS20240412N
NYY,CLE,2024-04-13,16:10,D,Progressive Field,outdoor,1,0,10,5,3,2,NYYCLE20240413D
PIT,PHI,2024-04-13,20:05,D,Citizens Bank Park,outdoor,0,1,5,9,3,4,PITPHI20240413D
ATL,MIA,2024-04-13,20:10,D,loanDepot park,retractable,0,1,6,8,1,5,ATLMIA20240413D
CIN,CWS,2024-04-13,18:10,D,Guaranteed Rate Field,outdoor,0,0,4,2,5,0,CINCWS20240413D
SF,TB,2024-04-13,20:10,D,Tropicana Field,indoor,0,0,13,8,11,2,SFTB20240413D
NYY,CLE,2024-04-13,22:10,N,Progressive Field,outdoor,0,1,9,7,8,2,NYYCLE20240413N
MIN,DET,2024-04-13,17:10,D,Comerica Park,outdoor,2,2,8,8,11,5,MINDET20240413D
STL,AZ,2024-04-14,00:10,N,Chase Field,retractable,0,1,11,6,2,4,STLAZ20240414N
TEX,HOU,2024-04-13,20:05,D,Minute Maid Park,retractable,0,0,8,14,2,9,TEXHOU20240413D
CHC,SEA,2024-04-14,01:40,N,T-Mobile Park,retractable,1,1,6,6,4,1,CHCSEA20240414N
LAA,BOS,2024-04-13,20:10,D,Fenway Park,outdoor,1,0,8,11,2,7,LAABOS20240413D
KC,NYM,2024-04-13,17:40,D,Citi Field,outdoor,0,1,13,9,11,7,KCNYM20240413D
SD,LAD,2024-04-14,01:10,N,Dodger Stadium,outdoor,2,0,7,8,2,5,SDLAD20240414N
NYY,CLE,2024-04-13,16:10,D,Progressive Field,outdoor,1,0,10,5,3,2,NYYCLE20240413D
WSH,OAK,2024-04-13,20:07,D,Oakland Coliseum,outdoor,0,0,10,8,3,1,WSHOAK20240413D
MIL,BAL,2024-04-13,20:05,D,Oriole Park at Camden Yards,outdoor,0,2,15,12,11,5,MILBAL20240413D
COL,TOR,2024-04-13,19:07,D,Rogers Centre,retractable,0,0,7,9,3,5,COLTOR20240413D
MIN,DET,2024-04-13,21:05,N,Comerica Park,outdoor,0,0,7,4,4,1,MINDET20240413N
SF,TB,2024-04-14,17:40,D,Tropicana Field,indoor,0,0,10,10,4,9,SFTB20240414D
TEX,HOU,2024-04-14,18:10,D,Minute Maid Park,retractable,0,0,10,10,5,8,TEXHOU20240414D
MIN,DET,2024-04-14,17:40,D,Comerica Park,outdoor,0,0,6,8,3,4,MINDET20240414D
COL,TOR,2024-04-14,17:37,D,Rogers Centre,retractable,1,1,2,12,0,5,COLTOR20240414D
CHC,SEA,2024-04-14,20:10,D,T-Mobile Park,retractable,0,1,8,5,3,2,CHCSEA20240414D
WSH,OAK,2024-04-14,20:07,D,Oakland Coliseum,outdoor,0,0,12,11,6,7,WSHOAK20240414D
ATL,MIA,2024-04-14,17:40,D,loanDepot park,retractable,0,1,12,9,9,7,ATLMIA20240414D
CIN,CWS,2024-04-14,18:10,D,Guaranteed Rate Field,outdoor,1,4,10,8,11,4,CINCWS20240414D
LAA,BOS,2024-04-14,17:35,D,Fenway Park,outdoor,0,0,9,7,4,5,LAABOS20240414D
STL,AZ,2024-04-14,20:10,D,Chase Field,retractable,0,0,4,7,0,5,STLAZ20240414D
PIT,PHI,2024-04-14,17:35,D,Citizens Bank Park,outdoor,1,2,10,8,9,2,PITPHI20240414D
KC,NYM,2024-04-14,17:40,D,Citi Field,outdoor,1,0,3,8,1,2,KCNYM20240414D
MIL,BAL,2024-04-14,17:35,D,Oriole Park at Camden Yards,outdoor,0,1,12,11,4,6,MILBAL20240414D
SD,LAD,2024-04-14,23:10,D,Dodger Stadium,outdoor,0,1,8,6,6,3,SDLAD20240414D
NYY,CLE,2024-04-14,17:40,D,Progressive Field,outdoor,2,0,12,9,7,8,NYYCLE20240414D
TEX,DET,2024-04-15,22:40,N,Comerica Park,outdoor,1,0,7,5,1,0,TEXDET20240415N
MIN,BAL,2024-04-15,22:35,N,Oriole Park at Camden Yards,outdoor,1,0,11,12,4,7,MINBAL20240415N
CIN,SEA,2024-04-16,01:42,N,T-Mobile Park,retractable,0,0,7,10,3,9,CINSEA20240416N
PIT,NYM,2024-04-15,23:10,N,Citi Field,outdoor,1,0,3,8,3,6,PITNYM20240415N
SF,MIA,2024-04-15,22:40,N,loanDepot park,retractable,2,0,8,10,4,3,SFMIA20240415N
WSH,LAD,2024-04-16,02:10,N,Dodger Stadium,outdoor,1,0,8,9,6,4,WSHLAD20240416N
KC,CWS,2024-04-15,23:40,N,Guaranteed Rate Field,outdoor,0,0,5,4,2,0,KCCWS20240415N
ATL,HOU,2024-04-16,00:10,N,Minute Maid Park,retractable,0,1,11,7,6,1,ATLHOU20240416N
CLE,BOS,2024-04-15,15:10,D,Fenway Park,outdoor,0,1,9,3,6,0,CLEBOS20240415D
STL,OAK,2024-04-16,01:40,N,Oakland Coliseum,outdoor,0,0,8,5,3,1,STLOAK20240416N
NYY,TOR,2024-04-15,23:07,N,Rogers Centre,retractable,0,0,4,4,1,3,NYYTOR20240415N
LAA,TB,2024-04-15,22:50,N,Tropicana Field,indoor,0,0,13,6,7,3,LAATB20240415N
COL,PHI,2024-04-15,22:40,N,Citizens Bank Park,outdoor,0,0,5,6,1,2,COLPHI20240415N
SD,MIL,2024-04-15,23:40,N,American Family Field,retractable,0,2,12,10,7,3,SDMIL20240415N
CHC,AZ,2024-04-16,01:40,N,Chase Field,retractable,0,0,9,3,3,2,CHCAZ20240416N
PIT,NYM,2024-04-16,23:10,N,Citi Field,outdoor,0,1,5,4,1,3,PITNYM20240416N
KC,CWS,2024-04-17,21:25,D,Guaranteed Rate Field,outdoor,0,1,5,6,1,2,KCCWS20240417D
CHC,AZ,2024-04-17,01:40,N,Chase Field,retractable,2,0,14,12,11,12,CHCAZ20240417N
TEX,DET,2024-04-16,17:10,D,Comerica Park,outdoor,1,0,6,5,2,4,TEXDET20240416D
CLE,BOS,2024-04-16,23:10,N,Fenway Park,outdoor,0,1,14,11,10,7,CLEBOS20240416N
CIN,SEA,2024-04-17,01:40,N,T-Mobile Park,retractable,0,1,4,8,1,3,CINSEA20240417N
STL,OAK,2024-04-17,01:40,N,Oakland Coliseum,outdoor,1,1,4,5,3,2,STLOAK20240417N
MIN,BAL,2024-04-16,22:35,N,Oriole Park at Camden Yards,outdoor,0,0,7,15,3,11,MINBAL20240416N
COL,PHI,2024-04-16,22:40,N,Citizens Bank Park,outdoor,0,0,7,7,0,5,COLPHI20240416N
LAA,TB,2024-04-16,22:50,N,Tropicana Field,indoor,1,1,6,7,6,7,LAATB20240416N
NYY,TOR,2024-04-16,23:07,N,Rogers Centre,retractable,1,0,6,8,4,5,NYYTOR20240416N
WSH,LAD,2024-04-17,02:10,N,Dodger Stadium,outdoor,0,0,6,13,2,6,WSHLAD20240417N
ATL,HOU,2024-04-17,00:10,N,Minute Maid Park,retractable,0,0,11,7,6,2,ATLHOU20240417N
SF,MIA,2024-04-16,22:40,N,loanDepot park,retractable,1,1,9,8,3,6,SFMIA20240416N
NYY,TOR,2024-04-17,19:07,D,Rogers Centre,retractable,0,0,11,9,6,4,NYYTOR20240417D
KC,CWS,2024-04-17,21:25,D,Guaranteed Rate Field,outdoor,0,1,5,6,1,2,KCCWS20240417D
MIN,BAL,2024-04-17,17:05,D,Oriole Park at Camden Yards,outdoor,0,0,5,8,2,4,MINBAL20240417D
SF,MIA,2024-04-17,16:10,D,loanDepot park,retractable,0,0,9,6,3,1,SFMIA20240417D
TEX,DET,2024-04-17,17:10,D,Comerica Park,outdoor,1,3,7,7,5,4,TEXDET20240417D
CHC,AZ,2024-04-17,19:40,D,Chase Field,retractable,1,3,9,7,5,3,CHCAZ20240417D
COL,PHI,2024-04-17,22:05,N,Citizens Bank Park,outdoor,0,0,12,12,6,7,COLPHI20240417N
WSH,LAD,2024-04-17,19:10,D,Dodger Stadium,outdoor,0,0,4,5,2,0,WSHLAD20240417D
CIN,SEA,2024-04-17,20:10,D,T-Mobile Park,retractable,0,0,1,7,1,5,CINSEA20240417D
CLE,BOS,2024-04-17,23:10,N,Fenway Park,outdoor,0,0,3,5,0,2,CLEBOS20240417N
KC,CWS,2024-04-17,18:10,D,Guaranteed Rate Field,outdoor,0,0,7,5,4,2,KCCWS20240417D
SD,MIL,2024-04-17,17:10,D,American Family Field,retractable,0,0,5,3,0,1,SDMIL20240417D
ATL,HOU,2024-04-17,18:10,D,Minute Maid Park,retractable,1,2,7,9,5,4,ATLHOU20240417D
STL,OAK,2024-04-17,19:37,D,Oakland Coliseum,outdoor,0,0,6,10,3,6,STLOAK20240417D
LAA,TB,2024-04-17,22:50,N,Tropicana Field,indoor,1,0,12,11,5,4,LAATB20240417N
PIT,NYM,2024-04-17,17:10,D,Citi Field,outdoor,0,2,5,10,1,9,PITNYM20240417D
TEX,DET,2024-04-18,17:10,D,Comerica Park,outdoor,0,3,13,11,9,7,TEXDET20240418D
LAA,TB,2024-04-18,17:10,D,Tropicana Field,indoor,0,1,6,5,1,2,LAATB20240418D
CLE,BOS,2024-04-18,17:35,D,Fenway Park,outdoor,2,2,8,6,5,4,CLEBOS20240418D
MIA,CHC,2024-04-20,23:40,N,Wrigley Field,outdoor,0,1,8,7,3,5,MIACHC20240420N
AZ,SF,2024-04-19,01:45,N,Oracle Park,outdoor,1,0,3,8,0,5,AZSF20240419N
HOU,WSH,2024-04-19,22:45,N,Nationals Park,outdoor,0,0,13,8,5,3,HOUWSH20240419N
TOR,SD,2024-04-20,01:40,N,PETCO Park,outdoor,0,1,11,5,5,1,TORSD20240420N
BOS,PIT,2024-04-19,22:40,N,PNC Park,outdoor,1,1,12,4,8,1,BOSPIT20240419N
CWS,PHI,2024-04-19,22:40,N,Citizens Bank Park,outdoor,0,0,2,7,0,7,CWSPHI20240419N
TEX,ATL,2024-04-19,23:20,N,Truist Park,outdoor,0,0,6,6,3,8,TEXATL20240419N
OAK,CLE,2024-04-19,23:10,N,Progressive Field,outdoor,1,0,6,9,2,10,OAKCLE20240419N
AZ,SF,2024-04-20,02:15,N,Oracle Park,outdoor,0,1,22,4,17,1,AZSF20240420N
SEA,COL,2024-04-22,00:10,N,Coors Field,outdoor,1,1,13,6,10,2,SEACOL20240422N
MIA,CHC,2024-04-19,18:20,D,Wrigley Field,outdoor,0,1,6,10,3,8,MIACHC20240419D
TB,NYY,2024-04-19,23:05,N,Yankee Stadium,outdoor,2,0,14,5,3,5,TBNYY20240419N
LAA,CIN,2024-04-19,22:40,N,Great American Ball Park,outdoor,1,1,7,5,1,7,LAACIN20240419N
DET,MIN,2024-04-20,00:10,N,Target Field,outdoor,1,2,12,5,5,4,DETMIN20240420N
MIL,STL,2024-04-20,00:15,N,Busch Stadium,outdoor,0,0,5,5,2,1,MILSTL20240420N
NYM,LAD,2024-04-20,02:10,N,Dodger Stadium,outdoor,3,2,14,6,9,4,NYMLAD20240420N
BAL,KC,2024-04-20,23:10,N,Kauffman Stadium,outdoor,1,0,15,8,9,7,BALKC20240420N
BOS,PIT,2024-04-20,20:05,D,PNC Park,outdoor,0,1,6,9,4,2,BOSPIT20240420D
NYM,LAD,2024-04-20,20:05,D,Dodger Stadium,outdoor,0,1,8,6,6,4,NYMLAD20240420D
SEA,COL,2024-04-21,00:10,N,Coors Field,outdoor,0,2,16,3,7,0,SEACOL20240421N
HOU,WSH,2024-04-20,20:05,D,Nationals Park,outdoor,2,0,10,9,4,5,HOUWSH20240420D
CWS,PHI,2024-04-20,22:05,N,Citizens Bank Park,outdoor,1,0,7,12,5,9,CWSPHI20240420N
DET,MIN,2024-04-20,18:10,D,Target Field,outdoor,2,0,5,7,3,4,DETMIN20240420D
MIA,CHC,2024-04-20,18:20,D,Wrigley Field,outdoor,1,0,8,7,3,2,MIACHC20240420D
TEX,ATL,2024-04-20,23:20,N,Truist Park,outdoor,0,0,5,8,2,5,TEXATL20240420N
TOR,SD,2024-04-21,00:40,N,PETCO Park,outdoor,0,1,8,9,5,2,TORSD20240421N
OAK,CLE,2024-04-20,22:10,N,Progressive Field,outdoor,0,1,6,14,3,6,OAKCLE20240420N
AZ,SF,2024-04-20,20:05,D,Oracle Park,outdoor,0,1,7,16,3,7,AZSF20240420D
MIA,CHC,2024-04-20,23:40,N,Wrigley Field,outdoor,0,1,8,7,3,5,MIACHC20240420N
LAA,CIN,2024-04-20,22:40,N,Great American Ball Park,outdoor,1,0,7,9,5,7,LAACIN20240420N
TB,NYY,2024-04-20,17:05,D,Yankee Stadium,outdoor,0,0,9,4,2,0,TBNYY20240420D
MIL,STL,2024-04-20,18:15,D,Busch Stadium,outdoor,0,1,18,6,12,5,MILSTL20240420D
NYM,LAD,2024-04-21,20:10,D,Dodger Stadium,outdoor,0,0,7,9,0,10,NYMLAD20240421D
TEX,ATL,2024-04-21,23:10,N,Truist Park,outdoor,1,0,11,5,6,4,TEXATL20240421N
AZ,SF,2024-04-21,20:05,D,Oracle Park,outdoor,0,1,7,5,5,3,AZSF20240421D
HOU,WSH,2024-04-21,17:35,D,Nationals Park,outdoor,0,0,4,11,0,6,HOUWSH20240421D
BOS,PIT,2024-04-21,17:35,D,PNC Park,outdoor,0,2,8,7,6,1,BOSPIT20240421D
CWS,PHI,2024-04-21,17:35,D,Citizens Bank Park,outdoor,1,1,4,11,2,8,CWSPHI20240421D
SEA,COL,2024-04-22,00:10,N,Coors Field,outdoor,1,1,13,6,10,2,SEACOL20240422N
OAK,CLE,2024-04-21,17:40,D,Progressive Field,outdoor,0,1,7,7,2,6,OAKCLE20240421D
LAA,CIN,2024-04-21,17:40,D,Great American Ball Park,outdoor,1,0,6,5,0,3,LAACIN20240421D
MIA,CHC,2024-04-21,18:20,D,Wrigley Field,outdoor,1,0,11,8,6,3,MIACHC20240421D
DET,MIN,2024-04-21,18:10,D,Target Field,outdoor,0,0,7,7,6,1,DETMIN20240421D
BAL,KC,2024-04-21,18:10,D,Kauffman Stadium,outdoor,0,0,11,5,5,0,BALKC20240421D
TB,NYY,2024-04-21,17:35,D,Yankee Stadium,outdoor,0,3,5,9,4,5,TBNYY20240421D
TOR,SD,2024-04-21,20:10,D,PETCO Park,outdoor,2,0,6,6,3,6,TORSD20240421D
SEA,COL,2024-04-21,19:10,D,Coors Field,outdoor,0,1,6,10,1,2,SEACOL20240421D
MIL,STL,2024-04-21,18:15,D,Busch Stadium,outdoor,0,0,6,6,2,0,MILSTL20240421D
NYM,SF,2024-04-23,01:45,N,Oracle Park,outdoor,0,1,4,8,2,5,NYMSF20240423N
DET,TB,2024-04-22,22:50,N,Tropicana Field,indoor,0,2,11,6,7,1,DETTB20240422N
TOR,KC,2024-04-22,23:40,N,Kauffman Stadium,outdoor,0,0,6,8,5,3,TORKC20240422N
OAK,NYY,2024-04-22,17:05,D,Yankee Stadium,outdoor,0,0,4,3,2,0,OAKNYY20240422D
MIA,ATL,2024-04-22,23:20,N,Truist Park,outdoor,0,0,8,8,0,3,MIAATL20240422N
PHI,CIN,2024-04-22,22:40,N,Great American Ball Park,outdoor,0,1,9,2,7,0,PHICIN20240422N
CWS,MIN,2024-04-22,23:40,N,Target Field,outdoor,0,0,8,11,0,7,CWSMIN20240422N
SD,COL,2024-04-23,00:40,N,Coors Field,outdoor,0,0,9,4,3,1,SDCOL20240423N
AZ,STL,2024-04-22,23:45,N,Busch Stadium,outdoor,0,0,9,7,3,5,AZSTL20240422N
BAL,LAA,2024-04-23,01:38,N,Angel Stadium,outdoor,0,0,6,8,4,2,BALLAA20240423N
MIL,PIT,2024-04-22,22:40,N,PNC Park,outdoor,1,0,5,9,2,4,MILPIT20240422N
SEA,TEX,2024-04-24,00:05,N,Globe Life Field,retractable,0,1,6,3,4,0,SEATEX20240424N
TOR,KC,2024-04-23,23:40,N,Kauffman Stadium,outdoor,1,0,9,8,2,3,TORKC20240423N
HOU,CHC,2024-04-23,23:40,N,Wrigley Field,outdoor,1,0,6,6,2,7,HOUCHC20240423N
NYM,SF,2024-04-24,01:45,N,Oracle Park,outdoor,0,0,9,8,1,5,NYMSF20240424N
DET,TB,2024-04-23,22:50,N,Tropicana Field,indoor,3,0,6,7,4,2,DETTB20240423N
AZ,STL,2024-04-23,23:45,N,Busch Stadium,outdoor,0,0,15,6,14,1,AZSTL20240423N
BOS,CLE,2024-04-23,22:10,N,Progressive Field,outdoor,0,0,6,7,1,4,BOSCLE20240423N
OAK,NYY,2024-04-23,23:05,N,Yankee Stadium,outdoor,0,0,7,5,3,4,OAKNYY20240423N
CWS,MIN,2024-04-23,23:40,N,Target Field,outdoor,0,1,8,10,5,6,CWSMIN20240423N
BAL,LAA,2024-04-24,01:38,N,Angel Stadium,outdoor,0,0,8,11,4,7,BALLAA20240424N
PHI,CIN,2024-04-23,22:40,N,Great American Ball Park,outdoor,3,0,6,9,1,8,PHICIN20240423N
